date,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2020-12-02,70.09,70.49,72.69,69.99,552785,3952205120.0,3.88,1.28,0.89,15.5
2020-12-03,69.89,68.81,69.89,67.9,369939,2548807904.0,2.82,-2.38,-1.68,10.37
2020-12-04,68.35,70.86,71.89,68.0,466489,3298839968.0,5.65,2.98,2.05,13.08
2020-12-07,70.57,71.56,73.39,70.24,416521,3001513792.0,4.45,0.99,0.7,11.68
2020-12-08,71.48,71.72,72.64,70.69,318533,2281017616.0,2.72,0.22,0.16,8.93
2020-12-09,71.5,68.94,72.09,67.84,473857,3311851728.0,5.93,-3.88,-2.78,13.28
2020-12-10,68.4,68.23,69.58,67.49,295095,2024284960.0,3.03,-1.03,-0.71,8.27
2020-12-11,68.31,68.89,69.55,66.55,409636,2788877488.0,4.4,0.97,0.66,11.48
2020-12-14,69.28,75.4,75.67,68.51,686670,4988794880.0,10.39,9.45,6.51,19.25
2020-12-15,75.27,75.78,76.77,74.68,465497,3527665728.0,2.77,0.5,0.38,13.05
2020-12-16,75.41,80.91,82.74,75.41,651855,5194867200.0,9.67,6.77,5.13,18.27
2020-12-17,80.89,81.57,84.49,79.5,593071,4854465792.0,6.17,0.82,0.66,16.62
2020-12-18,80.88,83.18,84.08,79.28,490518,4001795552.0,5.88,1.97,1.61,13.75
2020-12-21,82.69,90.14,91.08,82.07,538233,4694259456.0,10.83,8.37,6.96,15.09
2020-12-22,89.39,90.09,96.19,87.43,674069,6155929600.0,9.72,-0.06,-0.05,18.9
2020-12-23,90.59,92.79,95.46,88.89,561485,5194531328.0,7.29,3.0,2.7,15.74
2020-12-24,91.7,88.59,94.09,87.89,544443,4908742400.0,6.68,-4.53,-4.2,15.26
2020-12-25,87.89,88.69,90.25,85.22,438583,3874489248.0,5.68,0.11,0.1,12.29
2020-12-28,88.79,98.91,99.16,88.79,558552,5209539072.0,11.69,11.52,10.22,15.66
2020-12-29,98.67,97.87,100.99,94.95,544301,5359782144.0,6.11,-1.05,-1.04,15.26
2020-12-30,97.99,104.87,107.66,96.96,535306,5567718400.0,10.93,7.15,7.0,15.01
2020-12-31,106.9,108.21,109.49,104.44,407250,4373917440.0,4.82,3.18,3.34,11.42
2021-01-04,108.22,124.03,125.55,106.44,533779,6260150784.0,17.66,14.62,15.82,14.96
2021-01-05,124.64,121.89,139.79,116.69,941099,11946155008.0,18.62,-1.73,-2.14,26.38
2021-01-06,119.89,127.69,127.69,118.84,594304,7344849920.0,7.26,4.76,5.8,16.66
2021-01-07,127.2,139.02,139.67,125.55,648465,8586199552.0,11.06,8.87,11.33,18.18
2021-01-08,138.88,144.89,145.29,135.09,583449,8249016320.0,7.34,4.22,5.87,16.36
2021-01-11,143.09,128.5,145.51,124.49,858156,11593437696.0,14.51,-11.31,-16.39,24.06
2021-01-12,126.49,129.69,134.91,119.89,679609,8651139072.0,11.69,0.93,1.19,19.05
2021-01-13,128.0,119.79,130.28,118.89,725393,8956760832.0,8.78,-7.63,-9.9,20.33
2021-01-14,116.39,117.18,120.69,111.37,545049,6330002688.0,7.78,-2.18,-2.61,15.28
2021-01-15,116.29,118.91,120.4,113.99,435039,5126873856.0,5.47,1.48,1.73,12.19
2021-01-18,116.95,117.9,121.14,116.39,317715,3770505056.0,3.99,-0.85,-1.01,8.91
2021-01-19,117.14,125.37,129.37,117.11,581489,7240196096.0,10.4,6.34,7.47,16.3
2021-01-20,124.39,136.74,137.96,123.9,595319,7872216320.0,11.21,9.07,11.37,16.69
2021-01-21,137.44,137.2,142.39,133.39,536208,7368666112.0,6.58,0.34,0.46,15.03
2021-01-22,137.63,131.88,139.13,129.69,479728,6384632320.0,6.88,-3.88,-5.32,13.45
2021-01-25,132.0,141.14,142.66,128.23,621154,8527738368.0,10.94,7.02,9.26,17.41
2021-01-26,140.97,130.75,142.56,130.75,508595,6868118528.0,8.37,-7.36,-10.39,14.26
2021-01-27,128.89,130.72,134.77,127.94,355211,4679387136.0,5.22,-0.02,-0.03,9.96
2021-01-28,127.59,119.29,128.59,119.27,499822,6139021312.0,7.13,-8.74,-11.43,14.01
2021-01-29,122.11,121.81,124.67,117.59,357682,4338697984.0,5.94,2.11,2.52,10.03
2021-02-01,121.4,121.29,123.87,118.89,237192,2875864032.0,4.09,-0.43,-0.52,6.65
2021-02-02,122.3,127.41,128.67,119.69,418636,5226654464.0,7.4,5.05,6.12,11.74
2021-02-03,125.97,121.05,127.29,120.49,385792,4753021440.0,5.34,-4.99,-6.36,10.81
2021-02-04,117.89,115.67,120.19,114.33,374736,4371771392.0,4.84,-4.44,-5.38,10.5
2021-02-05,116.13,113.59,119.45,113.59,308085,3581348944.0,5.07,-1.8,-2.08,8.64
2021-02-08,112.69,109.04,114.88,106.47,400204,4391772928.0,7.4,-4.01,-4.55,11.22
2021-02-09,110.87,122.15,122.15,109.89,439047,5155902208.0,11.24,12.02,13.11,12.31
2021-02-10,122.78,122.89,124.14,119.19,346216,4231146880.0,4.05,0.61,0.74,9.71
2021-02-18,126.9,116.95,128.88,116.37,381024,4579309056.0,10.18,-4.83,-5.94,10.68
2021-02-19,113.89,115.88,116.59,111.03,266723,3039610240.0,4.75,-0.91,-1.07,7.48
2021-02-22,115.89,109.81,115.89,109.55,299433,3340596528.0,5.47,-5.24,-6.07,8.39
2021-02-23,95.13,99.37,104.09,95.13,460374,4610512384.0,8.16,-9.51,-10.44,12.91
2021-02-24,101.04,93.49,101.69,91.69,431190,4114684448.0,10.06,-5.92,-5.88,12.09
2021-02-25,95.21,90.79,96.19,90.19,287281,2641090848.0,6.42,-2.89,-2.7,8.05
2021-02-26,88.89,89.39,89.54,85.89,357426,3140509696.0,4.02,-1.54,-1.4,10.02
2021-03-01,90.89,92.06,93.29,88.47,294619,2697679392.0,5.39,2.99,2.67,8.26
2021-03-02,92.06,88.98,93.2,88.49,235423,2135346768.0,5.12,-3.35,-3.08,6.6
2021-03-03,88.39,92.73,92.99,87.49,271326,2449173600.0,6.18,4.21,3.75,7.61
2021-03-04,90.89,85.82,91.28,85.66,309391,2717388144.0,6.06,-7.45,-6.91,8.67
2021-03-05,83.39,85.51,87.46,82.55,233829,1999418128.0,5.72,-0.36,-0.31,6.55
2021-03-08,85.7,78.84,87.12,78.79,345176,2843275360.0,9.74,-7.8,-6.67,9.68
2021-03-09,79.09,77.18,80.59,74.71,325200,2532574832.0,7.46,-2.11,-1.66,9.12
2021-03-10,79.48,80.24,81.28,78.77,280381,2246361024.0,3.25,3.96,3.06,7.86
2021-03-11,80.09,84.67,87.25,79.07,350984,2950897296.0,10.19,5.52,4.43,9.84
2021-03-12,85.07,83.46,85.66,80.76,253524,2103963440.0,5.79,-1.43,-1.21,7.11
2021-03-15,82.28,80.18,82.38,79.61,180312,1458942640.0,3.32,-3.93,-3.28,5.05
2021-03-16,81.09,81.64,83.19,79.97,173034,1413773264.0,4.02,1.82,1.46,4.85
2021-03-17,81.64,80.4,82.06,78.89,157121,1268240512.0,3.88,-1.52,-1.24,4.4
2021-03-18,80.6,80.84,82.6,80.39,172444,1403410176.0,2.75,0.55,0.44,4.83
2021-03-19,78.89,77.81,80.37,77.8,197184,1553985424.0,3.18,-3.75,-3.03,5.53
2021-03-22,78.29,78.44,79.25,77.4,131951,1034098736.0,2.38,0.81,0.63,3.7
2021-03-23,78.67,79.98,80.94,77.92,222841,1770761472.0,3.85,1.96,1.54,6.25
2021-03-24,77.89,75.01,78.16,74.77,265420,2019592288.0,4.24,-6.21,-4.97,7.44
2021-03-25,73.89,75.01,76.27,73.03,168164,1262996336.0,4.32,0.0,0.0,4.71
2021-03-26,75.48,77.97,78.58,75.37,239678,1854924752.0,4.28,3.95,2.96,6.72
2021-03-29,77.78,78.41,80.49,77.47,196497,1552369936.0,3.87,0.56,0.44,5.51
2021-03-30,78.25,81.49,82.66,77.92,258791,2093755856.0,6.05,3.93,3.08,7.25
2021-03-31,81.47,77.37,81.47,76.89,242376,1896440976.0,5.62,-5.06,-4.12,6.79
2021-04-01,77.69,78.1,78.62,76.09,164407,1278436848.0,3.27,0.94,0.73,4.61
2021-04-02,78.1,82.69,84.69,78.04,357717,2936607856.0,8.51,5.88,4.59,10.03
2021-04-06,82.68,81.1,82.68,79.72,207671,1679878928.0,3.58,-1.92,-1.59,5.82
2021-04-07,81.24,80.35,81.44,79.26,153412,1233103792.0,2.69,-0.92,-0.75,4.3
2021-04-08,80.27,82.3,83.69,79.31,240041,1965204736.0,5.45,2.43,1.95,6.73
2021-04-09,81.19,79.13,81.35,79.13,198468,1586485088.0,2.7,-3.85,-3.17,5.56
2021-04-12,77.89,74.44,77.89,74.42,230022,1746497072.0,4.39,-5.93,-4.69,6.45
2021-04-13,74.44,73.86,76.49,72.69,161796,1211446528.0,5.1,-0.78,-0.58,4.54
2021-04-14,74.32,74.05,74.59,73.07,139289,1031311696.0,2.06,0.26,0.19,3.9
2021-04-15,72.75,72.13,75.39,71.34,275262,1995576096.0,5.47,-2.59,-1.92,7.25
2021-04-16,71.65,72.09,72.36,69.96,200632,1429390272.0,3.33,-0.06,-0.04,5.29
2021-04-19,72.28,74.73,74.73,71.31,224517,1654047776.0,4.74,3.66,2.64,5.92
2021-04-20,74.15,74.31,76.64,73.57,244379,1833550512.0,4.11,-0.56,-0.42,6.44
2021-04-21,73.61,75.73,76.38,73.3,207507,1561009696.0,4.14,1.91,1.42,5.47
2021-04-22,75.89,77.01,77.59,74.69,218270,1667106768.0,3.83,1.69,1.28,5.75
2021-04-23,76.79,78.81,81.19,76.4,342272,2704821696.0,6.22,2.34,1.8,9.02
2021-04-26,78.2,75.39,79.17,75.31,275745,2125349520.0,4.9,-4.34,-3.42,7.27
2021-04-27,74.9,75.19,76.22,73.55,167289,1257861872.0,3.54,-0.27,-0.2,4.41
2021-04-28,74.89,78.39,78.72,74.04,246502,1904982384.0,6.22,4.26,3.2,6.5
2021-04-29,78.64,78.93,80.69,77.19,239786,1893107712.0,4.46,0.69,0.54,6.32
2021-04-30,81.5,78.58,82.6,78.15,291843,2339137280.0,5.64,-0.44,-0.35,7.69
2021-05-06,77.73,74.65,78.0,74.0,239833,1815851920.0,5.09,-5.0,-3.93,6.32
2021-05-07,74.2,73.9,76.35,73.88,157579,1178854416.0,3.31,-1.0,-0.75,4.15
2021-05-10,73.8,74.43,75.07,72.11,129007,954397648.0,4.01,0.72,0.53,3.4
2021-05-11,73.5,76.82,76.85,73.0,197013,1486875760.0,5.17,3.21,2.39,5.19
2021-05-12,76.12,76.2,76.75,75.11,146625,1114935760.0,2.13,-0.81,-0.62,3.86
2021-05-13,75.0,74.2,75.6,74.04,144743,1080973664.0,2.05,-2.62,-2.0,3.81
2021-05-14,74.78,78.97,80.0,74.2,366069,2855894976.0,7.82,6.43,4.77,9.65
2021-05-17,79.16,81.35,83.6,79.16,335902,2743408064.0,5.62,3.01,2.38,8.85
2021-05-18,81.82,83.13,84.13,81.82,281845,2337657632.0,2.84,2.19,1.78,7.43
2021-05-19,83.0,82.07,83.89,81.77,210574,1739377536.0,2.55,-1.28,-1.06,5.55
2021-05-20,82.29,81.41,83.99,81.37,227789,1880229168.0,3.19,-0.8,-0.66,6.0
2021-05-21,81.63,79.82,82.19,79.22,207172,1661718528.0,3.65,-1.95,-1.59,5.46
2021-05-24,79.81,90.01,90.18,79.81,573828,4934991104.0,12.99,12.77,10.19,15.12
2021-05-25,90.22,92.3,92.66,88.07,443969,4029453904.0,5.1,2.54,2.29,11.7
2021-05-26,92.28,90.31,96.0,90.01,407011,3749958960.0,6.49,-2.16,-1.99,10.72
2021-05-27,91.25,91.85,92.71,88.88,278743,2532255104.0,4.24,1.71,1.54,7.34
2021-05-28,91.2,91.19,93.14,89.61,256346,2336813216.0,3.84,-0.72,-0.66,6.75
2021-05-31,91.0,92.02,92.2,88.66,258952,2336377040.0,3.88,0.91,0.83,6.82
2021-06-01,91.5,91.4,91.83,89.66,207112,1880214592.0,2.36,-0.67,-0.62,5.46
2021-06-02,91.7,90.72,95.0,90.71,316318,2943005504.0,4.69,-0.74,-0.68,8.33
2021-06-03,90.72,96.36,98.5,88.51,518180,4884786944.0,11.01,6.22,5.64,13.65
2021-06-04,94.97,96.16,97.67,94.56,277191,2660841824.0,3.23,-0.21,-0.2,7.3
2021-06-07,96.17,99.75,100.77,95.02,313373,3090438304.0,5.98,3.73,3.59,8.26
2021-06-08,99.87,92.02,99.87,90.25,430943,4116460832.0,9.64,-7.75,-7.73,11.36
2021-06-09,91.2,92.55,94.33,91.01,222518,2069921520.0,3.61,0.58,0.53,5.86
2021-06-10,92.88,94.8,95.99,92.3,232578,2193886880.0,3.99,2.43,2.25,6.13
2021-06-11,94.13,91.77,94.49,90.9,233109,2146152528.0,3.79,-3.2,-3.03,6.14
2021-06-15,91.51,92.19,94.57,90.85,186718,1729313056.0,4.05,0.46,0.42,4.92
2021-06-16,92.25,86.75,92.38,86.17,275268,2431674688.0,6.74,-5.9,-5.44,7.25
2021-06-17,86.98,88.52,89.44,86.68,178398,1575827664.0,3.18,2.04,1.77,4.7
2021-06-18,88.85,87.5,89.28,86.0,257039,2249543712.0,3.71,-1.15,-1.02,6.77
2021-06-21,87.0,86.3,88.0,85.28,166579,1439280880.0,3.11,-1.37,-1.2,4.39
2021-06-22,86.6,88.16,88.63,86.6,182173,1600998944.0,2.35,2.16,1.86,4.8
2021-06-23,88.19,88.81,89.85,86.65,182278,1610545984.0,3.63,0.74,0.65,4.8
2021-06-24,87.81,86.49,88.31,85.73,150837,1308856672.0,2.91,-2.61,-2.32,3.97
2021-06-25,86.51,88.46,88.86,85.31,189241,1652620096.0,4.1,2.28,1.97,4.99
2021-06-28,88.22,88.0,89.27,87.4,144560,1276407888.0,2.11,-0.52,-0.46,3.81
2021-06-29,88.09,84.3,88.8,83.84,225170,1927978688.0,5.64,-4.2,-3.7,5.93
2021-06-30,84.42,84.96,85.56,83.85,133313,1126727184.0,2.03,0.78,0.66,3.51
2021-07-01,84.89,81.89,84.9,81.7,188021,1552056560.0,3.77,-3.61,-3.07,4.95
2021-07-02,81.3,80.05,83.0,80.01,145376,1177169408.0,3.65,-2.25,-1.84,3.83
2021-07-05,79.89,80.47,81.65,79.33,106446,857695520.0,2.9,0.52,0.42,2.8
2021-07-06,80.47,79.5,80.86,78.2,141308,1119101552.0,3.31,-1.21,-0.97,3.72
2021-07-07,79.0,81.6,82.82,78.78,165246,1345401408.0,5.08,2.64,2.1,4.35
2021-07-08,81.21,80.28,82.01,80.15,127462,1032684528.0,2.28,-1.62,-1.32,3.36
2021-07-09,79.51,79.86,80.19,77.51,123653,975377232.0,3.34,-0.52,-0.42,3.26
2021-07-12,80.1,82.58,83.37,79.59,175965,1443334912.0,4.73,3.41,2.72,4.64
2021-07-13,82.6,82.95,83.37,81.89,47267,391389280.0,1.79,0.45,0.37,1.25
