日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2010-09-15,0.73,0.88,0.88,0.73,310434,1182485881.07,27.78,62.96,0.34,88.59
2010-09-16,0.88,0.89,0.96,0.86,171252,699813174.85,11.36,1.14,0.01,48.87
2010-09-17,0.91,0.84,0.93,0.81,118027,467264616.01,13.48,-5.62,-0.05,33.68
2010-09-20,0.83,0.81,0.9,0.8,85968,338151063.0,11.9,-3.57,-0.03,24.53
2010-09-21,0.76,0.73,0.78,0.69,92314,322270122.8,11.11,-9.88,-0.08,26.35
2010-09-27,0.73,0.76,0.77,0.72,57086,203904083.09,6.85,4.11,0.03,16.29
2010-09-28,0.75,0.72,0.77,0.72,46927,166701999.86,6.58,-5.26,-0.04,13.39
2010-09-29,0.7,0.77,0.78,0.69,51724,183316539.57,12.5,6.94,0.05,14.76
2010-09-30,0.75,0.81,0.85,0.74,51894,194295030.68,14.29,5.19,0.04,14.81
2010-10-08,0.81,0.82,0.86,0.79,49222,188668958.72,8.64,1.23,0.01,14.05
2010-10-11,0.81,0.76,0.82,0.74,56202,206872932.29,9.76,-7.32,-0.06,16.04
2010-10-12,0.74,0.72,0.77,0.72,52449,184311419.82,6.58,-5.26,-0.04,14.97
2010-10-13,0.72,0.73,0.74,0.71,30897,107798468.05,4.17,1.39,0.01,8.82
2010-10-14,0.76,0.79,0.82,0.74,107913,399084231.06,10.96,8.22,0.06,30.8
2010-10-15,0.76,0.73,0.77,0.73,58982,209804391.32,5.06,-7.59,-0.06,16.83
2010-10-18,0.72,0.69,0.72,0.64,39291,132182559.25,10.96,-5.48,-0.04,11.21
2010-10-19,0.67,0.75,0.77,0.67,41807,148045253.75,14.49,8.7,0.06,11.93
2010-10-20,0.73,0.77,0.79,0.72,40846,148729418.88,9.33,2.67,0.02,11.66
2010-10-21,0.78,0.76,0.79,0.75,23863,85871506.21,5.19,-1.3,-0.01,6.81
2010-10-22,0.75,0.75,0.78,0.75,21766,78710283.66,3.95,-1.32,-0.01,6.21
2010-10-25,0.77,0.8,0.81,0.77,39194,146259292.82,5.33,6.67,0.05,11.19
2010-10-26,0.8,0.77,0.8,0.76,36333,132939436.59,5.0,-3.75,-0.03,10.37
2010-10-27,0.77,0.79,0.82,0.76,44790,166815619.67,7.79,2.6,0.02,12.78
2010-10-28,0.78,0.9,0.9,0.78,86319,339443023.04,15.19,13.92,0.11,24.63
2010-10-29,0.94,0.99,1.02,0.91,73049,313697499.21,12.22,10.0,0.09,20.85
2010-11-01,0.97,1.0,1.08,0.97,66537,296087499.78,11.11,1.01,0.01,18.99
2010-11-02,1.01,0.96,1.03,0.95,41745,181979387.3,8.0,-4.0,-0.04,11.91
2010-11-03,0.94,0.96,0.97,0.93,26092,110159521.53,4.17,0.0,0.0,7.45
2010-11-04,0.94,1.02,1.04,0.94,30256,133457230.92,10.42,6.25,0.06,8.63
2010-11-05,1.01,1.11,1.14,1.01,39369,183882056.31,12.75,8.82,0.09,11.24
2010-11-08,1.11,1.17,1.19,1.06,38729,187602573.25,11.71,5.41,0.06,11.05
2010-11-09,1.15,1.13,1.16,1.11,31933,153616269.61,4.27,-3.42,-0.04,9.11
2010-11-10,1.12,1.18,1.19,1.11,26509,129937696.75,7.08,4.42,0.05,7.57
2010-11-11,1.15,1.1,1.22,1.09,32533,158474817.38,11.02,-6.78,-0.08,9.28
2010-11-12,1.09,0.98,1.12,0.97,35142,158570159.13,13.64,-10.91,-0.12,10.03
2010-11-15,0.98,1.08,1.09,0.98,28107,126775980.16,11.22,10.2,0.1,8.02
2010-11-16,1.08,1.06,1.14,1.03,34678,162441657.05,10.19,-1.85,-0.02,9.9
2010-11-17,1.04,1.02,1.09,1.0,15927,72188637.38,8.49,-3.77,-0.04,4.55
2010-11-18,1.0,1.02,1.06,1.0,18024,80155327.82,5.88,0.0,0.0,5.14
2010-11-19,1.03,1.11,1.13,0.99,34489,157472552.94,13.73,8.82,0.09,9.84
2010-11-22,1.1,1.15,1.2,1.1,56473,276894884.7,9.01,3.6,0.04,16.12
2010-11-23,1.15,1.18,1.2,1.11,36093,176616176.73,7.83,2.61,0.03,10.3
2010-11-24,1.16,1.2,1.21,1.15,26361,131233702.99,5.08,1.69,0.02,7.52
2010-11-25,1.19,1.14,1.21,1.14,21849,108118831.16,5.83,-5.0,-0.06,6.24
2010-11-26,1.14,1.16,1.17,1.14,9847,48266983.85,2.63,1.75,0.02,2.81
2010-11-29,1.2,1.31,1.31,1.2,39379,206199300.2,9.48,12.93,0.15,11.24
2010-11-30,1.41,1.36,1.43,1.29,59729,333707801.99,10.69,3.82,0.05,17.05
2010-12-01,1.33,1.32,1.38,1.3,25210,138630428.4,5.88,-2.94,-0.04,7.19
2010-12-02,1.33,1.33,1.4,1.31,24010,132653400.1,6.82,0.76,0.01,6.85
2010-12-03,1.3,1.26,1.34,1.23,23581,124244952.49,8.27,-5.26,-0.07,6.73
2010-12-06,1.24,1.2,1.26,1.18,23873,121776266.79,6.35,-4.76,-0.06,6.81
2010-12-07,1.19,1.31,1.33,1.19,20784,110090085.94,11.67,9.17,0.11,5.93
2010-12-08,1.3,1.29,1.36,1.28,14366,78121452.27,6.11,-1.53,-0.02,4.1
2010-12-09,1.29,1.32,1.33,1.25,19800,106027275.59,6.2,2.33,0.03,5.65
2010-12-10,1.29,1.32,1.34,1.26,14203,76798585.39,6.06,0.0,0.0,4.05
2010-12-13,1.33,1.44,1.46,1.32,27723,159331868.91,10.61,9.09,0.12,7.91
2010-12-14,1.44,1.45,1.47,1.41,22081,128715598.63,4.17,0.69,0.01,6.3
2010-12-15,1.46,1.4,1.46,1.37,37096,212101218.81,6.21,-3.45,-0.05,8.47
2010-12-16,1.39,1.45,1.5,1.36,24277,143483150.33,10.0,3.57,0.05,5.54
2010-12-17,1.44,1.46,1.47,1.41,12707,74175924.56,4.14,0.69,0.01,2.9
2010-12-20,1.46,1.5,1.51,1.41,22338,132997948.54,6.85,2.74,0.04,5.1
2010-12-21,1.5,1.46,1.52,1.44,16072,95115298.06,5.33,-2.67,-0.04,3.67
2010-12-22,1.48,1.42,1.48,1.41,13044,75414927.48,4.79,-2.74,-0.04,2.98
2010-12-23,1.42,1.38,1.45,1.37,13688,78406694.59,5.63,-2.82,-0.04,3.13
2010-12-24,1.37,1.31,1.41,1.22,36197,195309875.95,13.77,-5.07,-0.07,8.26
2010-12-27,1.29,1.2,1.32,1.19,21898,114777563.25,9.92,-8.4,-0.11,5.0
2010-12-28,1.19,1.15,1.2,1.12,26694,131093258.74,6.67,-4.17,-0.05,6.09
2010-12-29,1.15,1.25,1.29,1.15,26064,133154220.65,12.17,8.7,0.1,5.95
2010-12-30,1.26,1.31,1.36,1.24,20043,108692881.2,9.6,4.8,0.06,4.58
2010-12-31,1.31,1.37,1.37,1.3,11622,64395379.91,5.34,4.58,0.06,2.65
2011-01-04,1.35,1.36,1.4,1.33,12242,68250287.26,5.11,-0.73,-0.01,2.8
2011-01-05,1.35,1.36,1.36,1.31,11835,64811783.68,3.68,0.0,0.0,2.7
2011-01-06,1.36,1.37,1.39,1.32,9561,53011249.88,5.15,0.74,0.01,2.18
2011-01-07,1.36,1.33,1.39,1.31,10412,57480389.32,5.84,-2.92,-0.04,2.38
2011-01-11,1.27,1.17,1.27,1.16,17798,89808223.06,8.27,-12.03,-0.16,4.06
2011-01-12,1.17,1.18,1.23,1.14,14221,71227700.73,7.69,0.85,0.01,3.25
2011-01-13,1.19,1.19,1.21,1.18,6737,33874229.77,2.54,0.85,0.01,1.54
2011-01-14,1.23,1.15,1.23,1.14,6447,31878590.73,7.56,-3.36,-0.04,1.47
2011-01-17,1.2,1.07,1.2,1.03,16204,75233024.1,14.78,-6.96,-0.08,3.7
2011-01-18,1.08,1.07,1.1,1.03,8444,39233300.36,6.54,0.0,0.0,1.93
2011-01-19,1.1,1.11,1.12,1.07,8657,40783908.09,4.67,3.74,0.04,1.98
2011-01-20,1.1,1.05,1.12,1.04,7313,33685524.96,7.21,-5.41,-0.06,1.67
2011-01-21,1.03,1.1,1.14,1.03,12003,56207094.26,10.48,4.76,0.05,2.74
2011-01-24,1.12,1.06,1.12,1.06,7872,36827755.28,5.45,-3.64,-0.04,1.8
2011-01-25,1.06,1.08,1.09,1.04,8403,38590717.31,4.72,1.89,0.02,1.92
2011-01-26,1.06,1.1,1.12,1.06,4178,19655681.95,5.56,1.85,0.02,0.95
2011-01-27,1.1,1.12,1.12,1.09,5587,26574602.03,2.73,1.82,0.02,1.28
2011-01-28,1.12,1.13,1.13,1.1,3449,16431701.35,2.68,0.89,0.01,0.79
2011-01-31,1.13,1.12,1.14,1.1,5070,24224034.13,3.54,-0.88,-0.01,1.16
2011-02-01,1.13,1.13,1.15,1.11,4325,20915150.59,3.57,0.89,0.01,0.99
2011-02-09,1.13,1.06,1.13,1.06,6999,32765690.57,6.19,-6.19,-0.07,1.6
2011-02-10,1.06,1.11,1.11,1.06,4012,18835576.95,4.72,4.72,0.05,0.92
2011-02-11,1.11,1.17,1.18,1.11,6413,31519220.57,6.31,5.41,0.06,1.46
2011-02-14,1.16,1.19,1.2,1.16,6022,30084919.09,3.42,1.71,0.02,1.37
2011-02-15,1.19,1.19,1.22,1.17,5999,30258099.45,4.2,0.0,0.0,1.37
2011-02-16,1.17,1.19,1.21,1.17,5883,29538216.33,3.36,0.0,0.0,1.34
2011-02-17,1.19,1.18,1.23,1.17,7999,40267728.65,5.04,-0.84,-0.01,1.83
2011-02-18,1.18,1.21,1.22,1.15,11847,59616444.3,5.93,2.54,0.03,2.7
2011-02-21,1.18,1.24,1.25,1.18,7816,40198079.93,5.79,2.48,0.03,1.78
2011-02-22,1.25,1.19,1.26,1.18,7520,38249835.4,6.45,-4.03,-0.05,1.72
2011-02-23,1.19,1.2,1.21,1.18,4313,21636186.18,2.52,0.84,0.01,0.98
2011-02-24,1.2,1.22,1.23,1.19,5100,25927554.74,3.33,1.67,0.02,1.16
2011-02-25,1.22,1.21,1.24,1.2,4356,22133469.71,3.28,-0.82,-0.01,0.99
2011-02-28,1.21,1.21,1.21,1.18,7810,39263985.23,2.48,0.0,0.0,1.78
2011-03-01,1.19,1.2,1.23,1.19,4106,20848911.99,3.31,-0.83,-0.01,0.94
2011-03-02,1.19,1.2,1.2,1.17,4041,20200997.64,2.5,0.0,0.0,0.92
2011-03-03,1.19,1.19,1.23,1.18,4727,23908923.7,4.17,-0.83,-0.01,1.08
2011-03-04,1.19,1.13,1.19,1.12,10668,51827820.47,5.88,-5.04,-0.06,2.44
2011-03-07,1.13,1.12,1.15,1.12,7347,35465633.88,2.65,-0.88,-0.01,1.68
2011-03-08,1.12,1.12,1.14,1.1,7909,37614729.78,3.57,0.0,0.0,1.81
2011-03-09,1.13,1.14,1.16,1.12,5680,27647309.05,3.57,1.79,0.02,1.3
2011-03-10,1.14,1.14,1.14,1.12,4404,21227293.97,1.75,0.0,0.0,1.01
2011-03-11,1.13,1.14,1.16,1.11,5041,24675533.77,4.39,0.0,0.0,1.15
2011-03-14,1.15,1.21,1.21,1.15,11433,57470670.36,5.26,6.14,0.07,2.61
2011-03-15,1.22,1.2,1.22,1.15,8226,41225614.6,5.79,-0.83,-0.01,1.88
2011-03-16,1.21,1.2,1.21,1.19,5766,28983856.55,1.67,0.0,0.0,1.32
2011-03-17,1.19,1.18,1.2,1.15,5868,29001328.08,4.17,-1.67,-0.02,1.34
2011-03-18,1.16,1.14,1.2,1.13,6711,32832301.65,5.93,-3.39,-0.04,1.53
2011-03-21,1.14,1.12,1.15,1.09,6716,31906429.09,5.26,-1.75,-0.02,1.53
2011-03-22,1.11,1.08,1.11,1.07,5970,27873691.81,3.57,-3.57,-0.04,1.36
2011-03-23,1.08,1.09,1.1,1.08,2170,10182088.1,1.85,0.93,0.01,0.5
2011-03-24,1.1,1.08,1.11,1.06,3432,16027216.84,4.59,-0.92,-0.01,0.78
2011-03-25,1.1,1.08,1.1,1.07,5624,26148747.33,2.78,0.0,0.0,1.28
2011-03-28,1.08,1.04,1.08,1.04,7252,33066634.12,3.7,-3.7,-0.04,1.66
2011-03-29,1.04,1.03,1.06,1.03,6112,27585303.89,2.88,-0.96,-0.01,1.4
2011-03-30,1.03,0.98,1.03,0.96,7805,33799807.28,6.8,-4.85,-0.05,1.78
2011-03-31,0.98,0.98,0.99,0.97,2663,11548164.45,2.04,0.0,0.0,0.61
2011-04-01,1.0,0.99,1.0,0.98,2153,9354511.47,2.04,1.02,0.01,0.49
2011-04-06,0.99,0.98,1.02,0.98,3650,15954924.94,4.04,-1.01,-0.01,0.83
2011-04-08,1.01,1.02,1.04,0.99,8535,38218135.0,5.1,4.08,0.04,1.95
2011-04-11,1.04,1.0,1.04,1.0,4107,18253439.39,3.92,-1.96,-0.02,0.94
2011-04-12,1.0,1.01,1.02,0.98,7212,31562187.61,4.0,1.0,0.01,1.65
2011-04-13,1.0,1.12,1.14,0.99,15487,72074859.97,14.85,10.89,0.11,3.54
2011-04-19,1.27,1.27,1.27,1.19,32319,170037463.78,7.14,13.39,0.15,7.38
2011-04-20,1.37,1.34,1.43,1.32,70754,397378405.33,8.66,5.51,0.07,16.15
2011-04-21,1.34,1.34,1.35,1.27,30075,164649181.9,5.97,0.0,0.0,6.87
2011-04-22,1.32,1.36,1.39,1.31,18280,100639065.02,5.97,1.49,0.02,4.17
2011-04-25,1.34,1.3,1.34,1.22,7455,40135103.02,8.82,-4.41,-0.06,1.7
2011-04-26,1.28,1.31,1.32,1.25,8230,43655177.27,5.38,0.77,0.01,1.88
2011-04-27,1.31,1.28,1.33,1.27,4890,26091581.12,4.58,-2.29,-0.03,1.12
2011-04-28,1.28,1.27,1.29,1.19,9753,50293205.49,7.81,-0.78,-0.01,2.23
2011-04-29,1.25,1.26,1.28,1.25,3095,16263708.31,2.36,-0.79,-0.01,0.71
2011-05-03,1.25,1.3,1.32,1.24,4832,25860200.26,6.35,3.17,0.04,1.1
2011-05-05,1.28,1.3,1.3,1.24,7383,38839595.66,4.62,0.0,0.0,1.69
2011-05-06,1.28,1.3,1.35,1.28,10071,54837608.44,5.38,0.0,0.0,2.3
2011-05-09,1.3,1.33,1.35,1.29,6204,33937915.08,4.62,2.31,0.03,1.42
2011-05-10,1.33,1.33,1.35,1.3,5169,28262264.85,3.76,0.0,0.0,1.18
2011-05-11,1.31,1.31,1.32,1.29,3410,18399421.59,2.26,-1.5,-0.02,0.78
2011-05-12,1.28,1.29,1.31,1.28,2358,12617025.05,2.29,-1.53,-0.02,0.54
2011-05-13,1.29,1.27,1.38,1.26,3919,20929219.35,9.3,-1.55,-0.02,0.89
2011-05-16,1.25,1.22,1.26,1.22,6221,32151005.84,3.15,-3.94,-0.05,1.42
2011-05-17,1.22,1.24,1.26,1.2,5636,29108809.09,4.92,1.64,0.02,1.29
2011-05-18,1.24,1.25,1.26,1.23,3013,15662543.94,2.42,0.81,0.01,0.69
2011-05-19,1.26,1.24,1.27,1.22,4183,21679917.44,4.0,-0.8,-0.01,0.96
2011-05-20,1.23,1.23,1.25,1.2,5723,29142649.16,4.03,-0.81,-0.01,1.31
2011-05-23,1.21,1.16,1.23,1.16,3499,17437852.18,5.69,-5.69,-0.07,0.8
2011-05-24,1.16,1.14,1.24,1.14,5356,26604887.17,8.62,-1.72,-0.02,1.22
2011-05-25,1.14,1.13,1.19,1.12,2942,14434671.1,6.14,-0.88,-0.01,0.67
2011-05-26,1.13,1.07,1.15,1.06,4943,15393832.44,7.96,-5.31,-0.06,0.75
2011-05-27,1.06,1.04,1.06,1.0,4069,12198628.13,5.61,-2.8,-0.03,0.62
2011-05-30,1.02,1.03,1.06,1.02,3203,9616550.17,3.85,-0.96,-0.01,0.49
2011-05-31,1.02,1.04,1.05,1.02,2941,8791047.72,2.91,0.97,0.01,0.45
2011-06-01,1.05,1.1,1.1,1.02,8380,25281546.74,7.69,5.77,0.06,1.28
2011-06-02,1.08,1.09,1.1,1.05,7532,23321991.73,4.55,-0.91,-0.01,1.15
2011-06-03,1.1,1.1,1.13,1.07,1879,5929223.01,5.5,0.92,0.01,0.29
2011-06-07,1.1,1.17,1.18,1.1,5792,18688488.35,7.27,6.36,0.07,0.88
2011-06-08,1.17,1.21,1.22,1.14,6526,21612746.36,6.84,3.42,0.04,0.99
2011-06-09,1.21,1.14,1.21,1.13,7641,24883805.41,6.61,-5.79,-0.07,1.16
2011-06-10,1.14,1.17,1.17,1.11,3870,12484704.39,5.26,2.63,0.03,0.59
2011-06-13,1.17,1.19,1.19,1.14,3590,11851874.97,4.27,1.71,0.02,0.55
2011-06-14,1.19,1.2,1.24,1.19,5077,17163879.25,4.2,0.84,0.01,0.77
2011-06-15,1.2,1.19,1.22,1.18,2403,8013423.04,3.33,-0.83,-0.01,0.37
2011-06-16,1.19,1.16,1.19,1.15,2585,8518004.18,3.36,-2.52,-0.03,0.39
2011-06-17,1.18,1.13,1.18,1.12,1785,5763831.57,5.17,-2.59,-0.03,0.27
2011-06-20,1.12,1.18,1.22,1.09,10529,34918238.85,11.5,4.42,0.05,1.6
2011-06-21,1.17,1.21,1.22,1.17,11257,37642415.23,4.24,2.54,0.03,1.71
2011-06-22,1.22,1.22,1.23,1.21,5411,18369134.45,1.65,0.83,0.01,0.82
2011-06-23,1.2,1.27,1.29,1.18,13503,46482533.58,9.02,4.1,0.05,2.06
2011-06-24,1.27,1.3,1.36,1.25,14438,51705404.8,8.66,2.36,0.03,2.2
2011-06-27,1.28,1.29,1.34,1.28,14881,53419780.83,4.62,-0.77,-0.01,2.26
2011-06-28,1.28,1.3,1.31,1.27,5435,19165920.5,3.1,0.78,0.01,0.83
2011-06-29,1.28,1.28,1.33,1.28,6555,23449956.07,3.85,-1.54,-0.02,1.0
2011-06-30,1.3,1.32,1.34,1.29,11482,41405870.95,3.91,3.13,0.04,1.75
2011-07-01,1.41,1.38,1.41,1.35,15453,57570334.32,4.55,4.55,0.06,2.35
2011-07-04,1.4,1.44,1.45,1.38,24205,93372961.67,5.07,4.35,0.06,3.68
2011-07-05,1.43,1.43,1.49,1.41,18726,72617617.59,5.56,-0.69,-0.01,2.85
2011-07-06,1.41,1.48,1.48,1.41,12115,46959462.81,4.9,3.5,0.05,1.84
2011-07-07,1.48,1.48,1.53,1.46,24672,98252679.37,4.73,0.0,0.0,3.76
2011-07-08,1.48,1.51,1.52,1.43,15008,59106955.26,6.08,2.03,0.03,2.28
2011-07-11,1.5,1.58,1.65,1.5,31408,131244293.49,9.93,4.64,0.07,4.78
2011-07-12,1.56,1.58,1.61,1.52,11615,48406959.17,5.7,0.0,0.0,1.77
2011-07-13,1.57,1.67,1.68,1.54,15574,65279853.12,8.86,5.7,0.09,2.37
2011-07-14,1.7,1.62,1.71,1.53,47190,199949203.91,10.78,-2.99,-0.05,7.18
2011-07-15,1.59,1.56,1.6,1.54,33113,137241370.48,3.7,-3.7,-0.06,5.04
2011-07-18,1.56,1.62,1.64,1.55,25298,106402874.09,5.77,3.85,0.06,3.85
2011-07-19,1.61,1.55,1.61,1.55,25429,105587823.27,3.7,-4.32,-0.07,3.87
2011-07-20,1.58,1.54,1.58,1.52,8910,36424475.67,3.87,-0.65,-0.01,1.36
2011-07-21,1.54,1.57,1.63,1.54,15995,67292922.39,5.84,1.95,0.03,2.43
2011-07-22,1.57,1.61,1.65,1.57,16959,72194582.35,5.1,2.55,0.04,2.58
2011-07-25,1.6,1.58,1.65,1.57,13363,56433902.88,4.97,-1.86,-0.03,2.03
2011-07-26,1.57,1.63,1.65,1.57,11191,47636553.43,5.06,3.16,0.05,1.7
2011-07-27,1.64,1.76,1.78,1.62,17951,80196880.59,9.82,7.98,0.13,2.73
2011-07-28,1.75,1.76,1.79,1.71,12685,57597335.52,4.55,0.0,0.0,1.93
2011-07-29,1.77,1.73,1.78,1.7,10379,46698278.47,4.55,-1.7,-0.03,1.58
2011-08-01,1.72,1.69,1.73,1.66,13818,61062742.96,4.05,-2.31,-0.04,2.1
2011-08-02,1.67,1.72,1.73,1.63,11840,51941538.83,5.92,1.78,0.03,1.8
2011-08-03,1.75,1.64,1.82,1.64,20763,93995125.5,10.47,-4.65,-0.08,3.16
2011-08-04,1.63,1.64,1.66,1.57,13790,58788012.87,5.49,0.0,0.0,2.1
2011-08-05,1.6,1.62,1.64,1.57,10053,42739432.17,4.27,-1.22,-0.02,1.53
2011-08-08,1.58,1.61,1.62,1.5,10522,44044886.08,7.41,-0.62,-0.01,1.6
2011-08-09,1.58,1.68,1.69,1.52,21009,91051931.68,10.56,4.35,0.07,3.2
2011-08-10,1.7,1.72,1.74,1.68,16784,75155106.94,3.57,2.38,0.04,2.55
2011-08-11,1.69,1.74,1.74,1.67,14690,66038338.66,4.07,1.16,0.02,2.24
2011-08-12,1.75,1.77,1.78,1.74,7192,32790916.0,2.3,1.72,0.03,1.09
2011-08-15,1.77,1.67,1.79,1.64,21274,94570043.0,8.47,-5.65,-0.1,3.24
2011-08-16,1.67,1.64,1.68,1.62,13849,59552084.0,3.59,-1.8,-0.03,2.11
2011-08-17,1.63,1.62,1.63,1.59,11589,49114840.0,2.44,-1.22,-0.02,1.76
2011-08-18,1.62,1.59,1.62,1.56,15673,65339115.0,3.7,-1.85,-0.03,2.39
2011-08-19,1.56,1.62,1.62,1.55,6663,27951223.0,4.4,1.89,0.03,1.01
2011-08-22,1.62,1.62,1.64,1.61,11822,50445119.0,1.85,0.0,0.0,1.8
2011-08-23,1.63,1.62,1.64,1.58,7416,31207285.0,3.7,0.0,0.0,1.13
2011-08-24,1.59,1.64,1.65,1.59,5784,24823207.0,3.7,1.23,0.02,0.88
2011-08-25,1.64,1.65,1.66,1.61,6525,28051739.0,3.05,0.61,0.01,0.99
2011-08-26,1.65,1.63,1.66,1.62,4249,18309117.0,2.42,-1.21,-0.02,0.65
2011-08-29,1.63,1.58,1.63,1.55,13775,57629597.0,4.91,-3.07,-0.05,2.1
2011-08-30,1.59,1.53,1.59,1.53,11558,47589886.0,3.8,-3.16,-0.05,1.76
2011-08-31,1.54,1.51,1.55,1.49,9343,37520842.0,3.92,-1.31,-0.02,1.42
2011-09-01,1.5,1.52,1.55,1.5,3351,13589617.0,3.31,0.66,0.01,0.51
2011-09-02,1.52,1.54,1.55,1.5,10378,42093597.0,3.29,1.32,0.02,1.58
2011-09-05,1.54,1.56,1.57,1.52,7948,32634862.0,3.25,1.3,0.02,1.21
2011-09-06,1.56,1.54,1.56,1.51,2909,11881081.0,3.21,-1.28,-0.02,0.44
2011-09-07,1.55,1.62,1.63,1.54,6032,25318256.0,5.84,5.19,0.08,0.92
2011-09-08,1.62,1.6,1.64,1.59,3156,13433169.0,3.09,-1.23,-0.02,0.48
2011-09-09,1.59,1.61,1.64,1.58,4155,17596212.0,3.75,0.63,0.01,0.63
2011-09-13,1.58,1.55,1.61,1.53,9357,38340772.0,4.97,-3.73,-0.06,1.42
2011-09-14,1.55,1.54,1.56,1.52,4982,20299018.0,2.58,-0.65,-0.01,0.76
2011-09-15,1.55,1.56,1.58,1.52,2557,10555339.0,3.9,1.3,0.02,0.39
2011-09-16,1.56,1.57,1.58,1.56,3028,12552158.0,1.28,0.64,0.01,0.46
2011-09-19,1.58,1.57,1.58,1.55,3278,13607034.0,1.91,0.0,0.0,0.5
2011-09-20,1.57,1.57,1.58,1.55,2100,8693553.0,1.91,0.0,0.0,0.32
2011-09-21,1.57,1.61,1.63,1.57,9922,42204565.0,3.82,2.55,0.04,1.51
2011-09-22,1.58,1.6,1.61,1.57,3468,14578045.0,2.48,-0.62,-0.01,0.53
2011-09-23,1.58,1.56,1.6,1.54,6836,28218180.0,3.75,-2.5,-0.04,1.04
2011-09-26,1.56,1.56,1.63,1.56,4249,17810757.0,4.49,0.0,0.0,0.65
2011-09-27,1.56,1.4,1.57,1.37,51666,199778948.0,12.82,-10.26,-0.16,7.86
2011-09-28,1.41,1.33,1.42,1.3,27060,98724363.0,8.57,-5.0,-0.07,4.12
2011-09-29,1.33,1.35,1.36,1.28,10644,38645867.0,6.02,1.5,0.02,1.62
2011-09-30,1.34,1.34,1.36,1.29,5366,19318316.0,5.19,-0.74,-0.01,0.82
2011-10-10,1.33,1.34,1.34,1.27,8421,30070768.0,5.22,0.0,0.0,1.28
2011-10-11,1.35,1.35,1.4,1.34,7021,26197222.0,4.48,0.75,0.01,1.07
2011-10-12,1.33,1.43,1.43,1.32,12155,46016350.0,8.15,5.93,0.08,1.85
2011-10-13,1.43,1.45,1.51,1.41,11707,46093466.0,6.99,1.4,0.02,1.78
2011-10-14,1.45,1.51,1.51,1.44,20973,83555326.0,4.83,4.14,0.06,3.19
2011-10-17,1.51,1.56,1.61,1.51,14481,60141502.0,6.62,3.31,0.05,2.2
2011-10-19,1.54,1.48,1.54,1.45,6246,24768343.0,5.77,-5.13,-0.08,0.95
2011-10-20,1.45,1.4,1.48,1.36,8655,32514131.0,8.11,-5.41,-0.08,1.32
2011-10-21,1.4,1.31,1.41,1.3,10774,39415823.0,7.86,-6.43,-0.09,1.64
2011-10-24,1.32,1.36,1.37,1.28,6161,22429929.0,6.87,3.82,0.05,0.94
2011-10-25,1.37,1.41,1.41,1.34,14151,52996815.0,5.15,3.68,0.05,2.15
2011-10-26,1.4,1.42,1.44,1.34,21727,82700500.0,7.09,0.71,0.01,3.31
2011-10-27,1.42,1.41,1.47,1.41,16308,63209827.0,4.23,-0.7,-0.01,2.48
2011-10-28,1.43,1.43,1.45,1.41,5704,21930077.0,2.84,1.42,0.02,0.87
2011-10-31,1.44,1.43,1.45,1.39,10765,41003597.0,4.2,0.0,0.0,1.64
2011-11-01,1.42,1.4,1.44,1.37,15436,58838732.0,4.9,-2.1,-0.03,2.35
2011-11-02,1.37,1.45,1.46,1.35,17368,65572536.0,7.86,3.57,0.05,2.64
2011-11-03,1.45,1.46,1.49,1.43,18364,72158948.0,4.14,0.69,0.01,2.8
2011-11-04,1.46,1.49,1.53,1.46,10877,43407869.0,4.79,2.05,0.03,1.66
2011-11-07,1.47,1.47,1.5,1.46,2915,11532082.0,2.68,-1.34,-0.02,0.44
2011-11-08,1.45,1.41,1.48,1.41,8568,33090588.0,4.76,-4.08,-0.06,1.3
2011-11-09,1.41,1.44,1.45,1.41,2720,10460626.0,2.84,2.13,0.03,0.41
2011-11-10,1.41,1.44,1.47,1.41,5658,22085857.0,4.17,0.0,0.0,0.86
2011-11-11,1.43,1.47,1.47,1.4,7459,28880017.0,4.86,2.08,0.03,1.14
2011-11-14,1.47,1.5,1.53,1.47,14323,57415962.0,4.08,2.04,0.03,2.18
2011-11-15,1.51,1.52,1.53,1.49,21407,86110017.0,2.67,1.33,0.02,3.26
2011-11-16,1.52,1.51,1.54,1.5,7823,31549604.0,2.63,-0.66,-0.01,1.19
2011-11-17,1.49,1.52,1.53,1.49,9618,38893419.0,2.65,0.66,0.01,1.46
2011-11-18,1.52,1.52,1.53,1.5,9453,38136659.0,1.97,0.0,0.0,1.44
2011-11-21,1.48,1.45,1.5,1.41,10351,40266353.0,5.92,-4.61,-0.07,1.58
2011-11-22,1.41,1.37,1.41,1.36,34280,128282459.0,3.45,-5.52,-0.08,5.22
2011-11-23,1.36,1.36,1.39,1.34,15633,57967906.0,3.65,-0.73,-0.01,2.38
2011-11-24,1.34,1.33,1.36,1.32,14050,51395305.0,2.94,-2.21,-0.03,2.14
2011-11-25,1.33,1.35,1.36,1.33,9117,33343187.0,2.26,1.5,0.02,1.39
2011-11-28,1.33,1.38,1.38,1.33,5865,21706864.0,3.7,2.22,0.03,0.89
2011-11-29,1.39,1.4,1.41,1.37,2341,8769580.0,2.9,1.45,0.02,0.36
2011-11-30,1.39,1.34,1.4,1.33,5187,19241543.0,5.0,-4.29,-0.06,0.79
